State,County Name,current_votes,total_votes,percent
SC,Oconee County,40663,40668,100
SC,Orangeburg County,41240,41240,100
SC,Pickens County,57471,57546,100
SC,Richland County,194045,194045,100
SC,Saluda County,9279,9279,100
SC,Spartanburg County,148454,148655,100
SC,Sumter County,48919,48920,100
SC,Union County,13222,13257,100
SC,Williamsburg County,16009,16009,100
SC,York County,143882,144050,100
SD,Aurora County,1405,1405,100
SD,Beadle County,7090,7090,100
SD,Bennett County,1166,1183,100
SD,Bon Homme County,2990,3001,100
SD,Brookings County,14538,14567,100
SD,Brown County,17451,17547,100
SD,Brule County,2491,2491,100
SD,Buffalo County,545,549,100
SD,Butte County,4770,4802,100
SD,Campbell County,867,873,100
SD,Charles Mix County,3801,3801,100
SD,Clark County,1847,1850,100
SD,Clay County,5664,5698,100
SD,Codington County,13105,13161,100
SD,Corson County,1264,1283,100
SD,Custer County,5456,5494,100
SD,Davison County,8433,8454,100
SD,Day County,2964,2964,100
SD,Deuel County,2342,2350,100
SD,Dewey County,1946,1966,100
SD,Douglas County,1704,1707,100
SD,Edmunds County,1987,1987,100
SD,Fall River County,4002,4042,100
SD,Faulk County,1188,1188,100
SD,Grant County,3749,3749,100
SD,Gregory County,2254,2258,100
SD,Haakon County,1138,1138,100
SD,Hamlin County,3070,3083,100
SD,Hand County,1858,1858,100
SD,Hanson County,2360,2388,100
SD,Harding County,800,813,100
SD,Hughes County,8763,8763,100
SD,Hutchinson County,3754,3767,100
SD,Hyde County,711,711,100
SD,Jackson County,1113,1115,100
SD,Jerauld County,997,1006,100
SD,Jones County,596,599,100
SD,Kingsbury County,2779,2779,100
SD,Lake County,5885,5885,100
SD,Lawrence County,13743,13828,100
SD,Lincoln County,32234,32396,100
SD,Lyman County,1599,1599,100
SD,McCook County,2907,2907,100
SD,McPherson County,1321,1324,100
SD,Marshall County,2187,2187,100
SD,Meade County,13531,13670,100
SD,Mellette County,771,771,100
SD,Miner County,1146,1146,100
SD,Minnehaha County,91572,92326,100
SD,Moody County,3220,3220,100
SD,Oglala Lakota County,3201,3201,100
SD,Pennington County,56878,57518,100
SD,Perkins County,1644,1669,100
SD,Potter County,1384,1384,100
SD,Roberts County,4296,4307,100
SD,Sanborn County,1179,1185,100
SD,Spink County,3164,3164,100
SD,Stanley County,1652,1652,100
SD,Sully County,927,930,100
SD,Todd County,2502,2539,100
SD,Tripp County,2690,2696,100
SD,Turner County,4542,4548,100
SD,Union County,8771,8855,100
SD,Walworth County,2565,2580,100
SD,Yankton County,10842,10900,100
SD,Ziebach County,908,908,100
TN,Anderson County,34547,35570,100
TN,Bedford County,18153,19088,100
TN,Benton County,6983,7260,100
TN,Bledsoe County,5473,5758,100
TN,Blount County,64678,66609,100
TN,Bradley County,44143,45865,100
TN,Campbell County,14067,14933,100
TN,Cannon County,6160,6557,100
TN,Carroll County,11440,11905,100
TN,Carter County,23234,24492,100
TN,Cheatham County,19522,20260,100
TN,Chester County,7418,7584,100
TN,Claiborne County,12298,12945,100
TN,Clay County,3225,3506,100
TN,Cocke County,13908,14859,100
TN,Coffee County,23671,24282,100
TN,Crockett County,5754,6114,100
TN,Cumberland County,30912,32279,100
TN,Davidson County,303032,309658,100
TN,Decatur County,5039,5241,100
TN,DeKalb County,7899,8513,100
TN,Dickson County,23621,24323,100
TN,Dyer County,14343,15079,100
TN,Fayette County,21810,22984,100
TN,Fentress County,8277,8729,100
TN,Franklin County,18223,19132,100
TN,Gibson County,21192,22335,100
TN,Giles County,12464,13203,100
TN,Grainger County,9577,10134,100
TN,Greene County,27441,28087,100
TN,Grundy County,5395,5855,100
TN,Hamblen County,23524,24631,100
TN,Hamilton County,168962,171113,100
TN,Hancock County,2499,2744,100
TN,Hardeman County,9163,10063,100
TN,Hardin County,11116,11538,100
TN,Hawkins County,23305,24824,100
TN,Haywood County,7146,7439,100
TN,Henderson County,11586,12020,100
TN,Henry County,14052,15047,100
TN,Hickman County,9472,9832,100
TN,Houston County,3550,3686,100
TN,Humphreys County,7838,8236,100
TN,Jackson County,4953,5323,100
TN,Jefferson County,22586,22616,95
TN,Johnson County,7351,7801,100
TN,Knox County,217077,220556,100
TN,Lake County,1930,2034,100
TN,Lauderdale County,8486,8965,100
TN,Lawrence County,17469,18718,100
TN,Lewis County,5341,5609,100
TN,Lincoln County,15108,15608,100
TN,Loudon County,28652,29347,100
TN,McMinn County,22140,22844,100
TN,McNairy County,10944,11275,100
TN,Macon County,8832,9487,100
TN,Madison County,41706,42950,100
TN,Marion County,12768,13256,100
TN,Marshall County,14164,14878,100
TN,Maury County,46018,46657,100
TN,Meigs County,5207,5532,100
TN,Monroe County,20195,20797,100
TN,Montgomery County,73119,76758,100
TN,Moore County,3446,3539,100
TN,Morgan County,7946,8228,100
TN,Obion County,12863,13521,100
TN,Overton County,9264,10037,100
TN,Perry County,3204,3428,100
TN,Pickett County,2790,2931,100
TN,Polk County,8148,8360,100
TN,Putnam County,32090,33593,100
TN,Rhea County,13012,13637,100
TN,Roane County,25311,25917,100
TN,Robertson County,32293,33717,100
TN,Rutherford County,138715,143878,100
TN,Scott County,8352,9052,100
TN,Sequatchie County,6915,7252,100
TN,Sevier County,42703,43535,100
TN,Shelby County,373920,382055,100
TN,Smith County,8390,9051,100
TN,Stewart County,5940,6296,100
TN,Sullivan County,72589,74357,100
TN,Sumner County,89141,92630,100
TN,Tipton County,26047,27308,100
TN,Trousdale County,3641,3998,100
TN,Unicoi County,7901,8307,100
TN,Union County,7606,8123,100
TN,Van Buren County,2696,2921,100
TN,Warren County,14926,16009,100
TN,Washington County,57944,60203,100
TN,Wayne County,6166,6669,100
TN,Weakley County,13346,13735,100
TN,White County,11703,11895,100
TN,Williamson County,137666,139016,100
TN,Wilson County,72865,74330,100
TX,Anderson County,19072,19227,100
TX,Andrews County,5800,5863,100
TX,Angelina County,34355,34574,100
TX,Aransas County,12164,12290,100
TX,Archer County,4724,4796,100
TX,Armstrong County,1099,1112,100
TX,Atascosa County,17896,18118,100
TX,Austin County,14481,14554,100
TX,Bailey County,1822,1860,100
TX,Bandera County,12537,12715,100
TX,Bastrop County,36506,36665,100
TX,Baylor County,1678,1702,100
TX,Bee County,9055,9420,100
TX,Bell County,126804,127375,100
TX,Bexar County,752987,768952,100
TX,Blanco County,7408,7441,100
TX,Borden County,411,416,100
TX,Bosque County,9039,9126,100
TX,Bowie County,37931,38261,100
TX,Brazoria County,153367,154984,100
TX,Brazos County,84161,85061,100
TX,Brewster County,4772,4822,100
TX,Briscoe County,715,725,100
TX,Brooks County,2356,3375,70
TX,Brown County,15755,15969,100
TX,Burleson County,8489,8609,100
TX,Burnet County,24540,24717,100
TX,Caldwell County,14880,14973,100
TX,Calhoun County,7745,7856,100
TX,Callahan County,6719,6832,100
TX,Cameron County,111223,114174,100
TX,Camp County,5036,5060,100
TX,Carson County,3113,3122,100
TX,Cass County,13813,13927,100
TX,Castro County,2041,2083,100
TX,Chambers County,21353,21652,100
TX,Cherokee County,19331,19508,100
TX,Childress County,2259,2279,100
TX,Clay County,5698,5741,100
TX,Cochran County,978,1000,100
TX,Coke County,1754,1779,100
TX,Coleman County,4065,4124,100
TX,Collin County,481306,492216,100
TX,Collingsworth County,1192,1218,100
TX,CO County,9890,9975,100
TX,Comal County,88270,88863,100
TX,Comanche County,6004,6086,100
TX,Concho County,1247,1268,100
TX,Cooke County,18877,18988,100
TX,Coryell County,23249,21293,95
TX,Cottle County,656,662,100
TX,Crane County,1479,1503,100
TX,Crockett County,1493,1574,100
TX,Crosby County,1881,1953,100
TX,Culberson County,778,864,100
TX,Dallam County,1595,1609,100
TX,Dallas County,915661,921638,100
TX,Dawson County,3641,3789,100
TX,Deaf Smith County,4533,4610,100
TX,Delta County,2534,2648,95
TX,Denton County,413211,417964,100
TX,DeWitt County,7887,8118,100
TX,Dickens County,958,988,100
TX,Dimmit County,3468,3666,100
TX,Donley County,1625,1648,100
TX,Duval County,4419,5053,100
TX,Eastland County,8089,8292,100
TX,Ector County,43572,44581,100
TX,Edwards County,986,1066,100
TX,Ellis County,85039,85493,100
TX,El Paso County,259250,267215,100
TX,Erath County,16708,16853,100
TX,Falls County,6039,6133,100
TX,Fannin County,14749,15004,100
TX,Fayette County,12864,12941,100
TX,Fisher County,1804,1826,100
TX,Floyd County,1990,2039,100
TX,Foard County,519,551,100
TX,Fort Bend County,347439,357514,100
TX,Franklin County,4942,5009,100
TX,Freestone County,8557,8711,100
TX,Frio County,4921,5279,100
TX,Gaines County,5760,5995,100
TX,Galveston County,153386,155060,100
TX,Garza County,1617,1653,100
TX,Gillespie County,15779,15846,100
TX,Glasscock County,646,653,100
TX,Goliad County,3909,3988,100
TX,Gonzales County,7531,7647,100
TX,Gray County,7688,7782,100
TX,Grayson County,58974,59439,100
TX,Gregg County,47484,47982,100
TX,Grimes County,12275,12413,100
TX,Guadalupe County,76981,77592,100
TX,Hale County,9376,9584,100
TX,Hall County,1140,1168,100
TX,Hamilton County,4294,4349,100
TX,Hansford County,2028,2047,100
TX,Hardeman County,1555,1580,100
TX,Hardin County,27384,27635,100
TX,Harris County,1614525,1640818,100
TX,Harrison County,29384,29710,100
TX,Hartley County,2072,2078,100
TX,Haskell County,2183,2214,100
TX,Hays County,108546,109357,100
TX,Hemphill County,1693,1720,100
TX,Henderson County,36096,36310,100
TX,Hidalgo County,209483,220884,100
TX,Hill County,14827,14931,100
TX,Hockley County,7988,8095,100
TX,Hood County,32181,32541,100
TX,Hopkins County,15647,15939,100
TX,Houston County,9334,9437,100
TX,Howard County,10051,10240,100
TX,Hudspeth County,1101,1165,100
TX,Hunt County,38058,38574,100
TX,Hutchinson County,8693,8771,100
TX,Irion County,880,889,100
TX,Jack County,3700,3782,100
TX,Jackson County,6309,6081,95
TX,Jasper County,15389,15608,100
TX,Jeff Davis County,1286,1305,100
TX,Jefferson County,92926,94739,100
TX,Jim Hogg County,1844,2036,100
TX,Jim Wells County,13260,13669,100
TX,Johnson County,71463,72005,100
TX,Jones County,6621,6741,100
TX,Karnes County,5089,5249,100
TX,Kaufman County,56471,56703,100
TX,Kendall County,26392,26438,100
TX,Kenedy County,169,194,100
TX,Kent County,445,462,100
TX,Kerr County,27543,27745,100
TX,Kimble County,2253,2292,100
TX,King County,154,159,100
TX,Kinney County,1508,1603,100
TX,Kleberg County,10708,10944,100
TX,Knox County,1431,1456,100
TX,Lamar County,21165,21418,100
TX,Lamb County,4370,4408,100
TX,Lampasas County,10330,10399,100
TX,La Salle County,2147,2406,100
TX,Lavaca County,10038,10197,100
TX,Lee County,8032,8086,100
TX,Leon County,8592,8674,100
TX,Liberty County,29009,29334,100
TX,Limestone County,8967,9095,100
TX,Lipscomb County,1324,1353,100
TX,Live Oak County,4981,5054,100
TX,Llano County,12596,12660,100
TX,Loving County,65,66,100
TX,Lubbock County,119504,120771,100
TX,Lynn County,2263,2293,100
TX,McCulloch County,3385,3436,100
TX,McLennan County,96129,97771,100
TX,McMullen County,500,516,100
TX,Madison County,5223,5297,100
TX,Marion County,4758,4864,100
TX,Martin County,2112,2160,100
TX,Mason County,2455,2553,100
TX,Matagorda County,13482,14053,95
TX,Maverick County,14289,15346,100
TX,Medina County,22212,22644,100
TX,Menard County,1000,1028,100
TX,Midland County,58528,58856,100
TX,Milam County,10331,10576,100
TX,Mills County,2487,2505,100
TX,Mitchell County,2540,2579,100
TX,Montague County,9759,9814,100
TX,Montgomery County,268838,271451,100
TX,Moore County,5447,5508,100
TX,Morris County,5481,5587,100
TX,Motley County,638,652,100
TX,Nacogdoches County,26499,26763,100
TX,Navarro County,18962,19121,100
TX,Newton County,6017,6094,100
TX,Nolan County,5281,5356,100
TX,Nueces County,125314,127314,100
TX,Ochiltree County,3106,3156,100
TX,Oldham County,996,1009,100
TX,Orange County,35693,35994,100
TX,Palo Pinto County,12328,12485,100
TX,Panola County,11303,11451,100
TX,Parker County,75520,76128,100
TX,Parmer County,2627,2650,100
TX,Pecos County,4569,4668,100
TX,Polk County,23531,24181,100
TX,Potter County,32836,33321,100
TX,Presidio County,2091,2217,100
TX,Rains County,5956,6053,100
TX,Randall County,64322,64674,100
TX,Reagan County,1069,1124,100
TX,Real County,1939,1982,100
TX,Red River County,5732,5806,100
TX,Reeves County,3436,3687,100
TX,Refugio County,3173,3366,100
TX,Roberts County,545,550,100
TX,Robertson County,7989,8099,100
TX,Rockwall County,53782,57704,100
TX,Runnels County,4328,4409,100
TX,Rusk County,21179,21368,100
TX,Sabine County,5437,5487,100
TX,San Augustine County,3877,4002,100
TX,San Jacinto County,12363,12638,100
TX,San Patricio County,25316,25888,100
TX,San Saba County,2500,2602,100
TX,Schleicher County,1132,1159,100
TX,Scurry County,5797,5869,100
TX,Shackelford County,1607,1628,100
TX,Shelby County,9992,10084,100
TX,Sherman County,987,991,100
TX,Smith County,99887,100075,100
TX,Somervell County,4921,4947,100
TX,Starr County,14751,17525,100
TX,Stephens County,3735,3800,100
TX,Sterling County,621,639,100
TX,Stonewall County,714,736,100
TX,Sutton County,1529,1557,100
TX,Swisher County,2319,2355,100
TX,Tarrant County,828116,834697,100
TX,Taylor County,54483,55112,100
TX,Terrell County,450,458,100
TX,Terry County,3524,3612,100
TX,Throckmorton County,874,899,100
TX,Titus County,10376,10539,100
TX,Tom Green County,44823,45210,100
TX,Travis County,600609,610349,100
TX,Trinity County,6812,6938,100
TX,Tyler County,9523,9660,100
TX,Upshur County,18653,18887,100
TX,Upton County,1336,1368,100
TX,Uvalde County,10082,10226,95
TX,Val Verde County,14968,15272,100
TX,Van Zandt County,25782,25994,100
TX,Victoria County,33692,34188,100
TX,Walker County,23477,23612,100
TX,Waller County,22458,22734,100
TX,Ward County,3941,4060,100
TX,Washington County,17280,17418,100
TX,Webb County,66393,68397,100
TX,Wharton County,16621,16761,100
TX,Wheeler County,2281,2337,100
TX,Wichita County,45281,46030,100
TX,Wilbarger County,4419,4524,100
TX,Willacy County,5289,5549,100
TX,Williamson County,283807,289312,100
TX,Wilson County,24697,25013,100
TX,Winkler County,2096,2126,100
TX,Wise County,31999,32362,100
TX,Wood County,22470,22779,100
TX,Yoakum County,2599,2631,100
TX,Young County,8109,8239,100
TX,Zapata County,3377,3874,100
TX,Zavala County,3994,4379,100
VA,Accomack County,16802,23766,100
VA,Albemarle County,63430,64657,100
VA,Alleghany County,7981,8203,100
VA,Amelia County,7825,7893,100
VA,Amherst County,16897,17005,100
VA,Appomattox County,9047,9268,100
VA,Arlington County,129470,130699,100
VA,Augusta County,42018,42278,100
VA,Bath County,2432,2501,100
VA,Bedford County,48279,48669,100
VA,Bland County,3383,3479,100
VA,Botetourt County,20702,21120,100
VA,Brunswick County,7919,7948,100
VA,Buchanan County,9724,9953,100
VA,Buckingham County,8048,8126,100
VA,Campbell County,29615,29892,100
VA,Caroline County,16160,16288,100
VA,Carroll County,15201,15651,100
VA,Charles City County,4404,4441,100
VA,Charlotte County,6155,6191,100
VA,Chesterfield County,200226,203884,100
VA,Clarke County,9266,9337,100
VA,Craig County,3138,3169,100
VA,Culpeper County,26713,27116,100
VA,Cumberland County,5264,5310,100
VA,Dickenson County,7194,7303,100
VA,Dinwiddie County,14859,15092,100
VA,Essex County,6111,6178,100
VA,Fairfax County,594186,600823,100
VA,Fauquier County,42405,42986,95
VA,Floyd County,9315,9408,100
VA,Fluvanna County,15710,15840,100
VA,Franklin County,29412,29702,100
VA,Frederick County,47902,48703,100
VA,Giles County,9019,9176,100
VA,Gloucester County,22126,22282,100
VA,Goochland County,16702,16950,100
VA,Grayson County,7918,8131,100
VA,Greene County,11190,11311,100
VA,Greensville County,4538,4574,100
VA,Halifax County,18082,18248,100
VA,Hanover County,69757,70967,100
VA,Henrico County,179885,183152,100
VA,Henry County,25667,26105,100
VA,Highland County,1524,1533,100
VA,Isle of Wight County,23367,23456,100
VA,James City County,49285,49622,100
VA,King and Queen County,4077,4253,95
VA,King George County,14142,14224,100
VA,King William County,10526,10736,100
VA,Lancaster County,7105,7152,100
VA,Lee County,9840,9946,100
VA,Loudoun County,222805,224862,100
VA,Louisa County,21739,21915,100
VA,Lunenburg County,5893,6000,100
VA,Madison County,8081,8129,100
VA,Mathews County,5799,5826,100
VA,Mecklenburg County,15875,18358,100
VA,Middlesex County,6738,6785,100
VA,Montgomery County,44581,45037,100
VA,Nelson County,9199,9316,100
VA,New Kent County,14213,14463,100
VA,Northampton County,6684,6732,100
VA,Northumberland County,7692,7896,100
VA,Nottoway County,7005,7078,100
VA,Orange County,20562,20742,100
VA,Page County,12388,12514,100
VA,Patrick County,9185,9534,100
VA,Pittsylvania County,33502,34227,100
VA,Powhatan County,19632,19730,100
VA,Prince Edward County,9486,9574,100
VA,Prince George County,17041,17432,100
VA,Prince William County,224232,228056,100
VA,Pulaski County,17144,17376,100
VA,Rappahannock County,4953,4978,100
VA,Richmond County,4034,4102,100
VA,Roanoke County,56685,57184,100
VA,Rockbridge County,12268,12373,100
VA,Rockingham County,43439,43811,100
VA,Russell County,13250,13386,100
VA,Scott County,10734,10869,100
VA,Shenandoah County,23536,23684,100
VA,Smyth County,13986,14136,100
VA,Southampton County,9615,9786,100
VA,Spotsylvania County,74605,75317,100
VA,Stafford County,77955,79625,100
VA,Surry County,4397,4471,100
VA,Sussex County,5070,5088,100
VA,Tazewell County,19537,20134,100
VA,Warren County,20949,21147,100
VA,Washington County,28400,28685,100
VA,Westmoreland County,9830,9933,100
VA,Wise County,16224,16615,100
VA,Wythe County,14830,15072,100
VA,York County,38549,38787,100
VA,Alexandria city,81873,82508,100
VA,Bristol city,7679,7806,100
VA,Buena Vista city,2744,2776,100
VA,Charlottesville city,24081,24205,100
VA,Chesapeake city,126283,127108,100
VA,Colonial Heights city,8931,9146,100
VA,Covington city,2543,2603,100
VA,Danville city,19199,19389,100
VA,Emporia city,2330,2381,100
VA,Fairfax city,13313,13483,100
VA,Falls Church city,8766,8819,100
VA,Franklin city,3959,4058,100
VA,Fredericksburg city,12575,17053,100
VA,Galax city,2598,2638,100
VA,Hampton city,64404,65901,100
VA,Harrisonburg city,16750,17086,100
VA,Hopewell city,9542,9608,100
VA,Lexington city,2748,2762,100
VA,Lynchburg city,35795,36363,100
VA,Manassas city,16774,16968,100
VA,Manassas Park city,6013,6087,100
VA,Martinsville city,5838,6013,100
VA,Newport News city,78693,81203,100
VA,Norfolk city,89236,89881,100
VA,Norton city,1579,1601,100
VA,Petersburg city,13918,14118,100
VA,Poquoson city,7806,7857,100
VA,Portsmouth city,43761,44582,100
VA,Radford city,6241,6320,100
VA,Richmond city,109427,111159,100
VA,Roanoke city,42844,43323,100
VA,Salem city,12932,13051,100
VA,Staunton city,12835,12990,100
VA,Suffolk city,49230,49642,100
VA,VA Beach city,223790,227561,100
VA,Waynesboro city,10599,10717,100
VA,Williamsburg city,6831,6883,100
VA,Winchester city,11974,12106,100
WV,Barbour County,6618,6677,100
WV,Berkeley County,50812,51535,100
WV,Boone County,8867,9012,100
WV,Braxton County,5547,5664,100
WV,Brooke County,10365,10656,100
WV,Cabell County,36723,37360,100
WV,Calhoun County,2888,2971,100
WV,Clay County,3334,3365,100
WV,Doddridge County,3024,3101,100
WV,Fayette County,16460,16862,100
WV,Gilmer County,2593,2662,100
WV,Grant County,5231,5509,100
WV,Greenbrier County,15621,15801,95
WV,Hampshire County,9800,10086,100
WV,Hancock County,13439,13800,100
WV,Hardy County,6241,6331,100
WV,Harrison County,30001,30465,100
WV,Jackson County,13337,13508,100
WV,Jefferson County,27304,27703,100
WV,Kanawha County,81068,82244,100
WV,Lewis County,7405,7457,100
WV,Lincoln County,7619,7830,100
WV,Logan County,12307,13026,100
WV,McDowell County,6017,6527,100
WV,Marion County,25333,25794,100
WV,Marshall County,13817,14080,100
WV,Mason County,11071,11203,100
WV,Mercer County,24503,25134,100
WV,Mineral County,12610,12872,100
WV,Mingo County,9514,10022,100
WV,Monongalia County,41486,42072,100
WV,Monroe County,6337,6490,100
WV,Morgan County,8524,8695,100
WV,Nicholas County,10400,10630,100
WV,Ohio County,19646,19898,100
WV,Pendleton County,3588,3659,100
WV,Pleasants County,3381,3491,100
WV,Pocahontas County,3853,4008,100
WV,Preston County,14277,14572,100
WV,Putnam County,28209,28501,100
WV,Raleigh County,32470,33106,100
WV,Randolph County,12006,12200,100
WV,Ritchie County,4161,4283,100
WV,Roane County,5680,5763,100
WV,Summers County,5418,5585,100
WV,Taylor County,7305,7383,100
WV,Tucker County,3791,3844,100
WV,Tyler County,3837,3922,100
WV,Upshur County,10051,10221,100
WV,Wayne County,16326,16947,100
WV,Webster County,3279,3402,100
WV,Wetzel County,6491,6667,100
WV,Wirt County,2602,2653,100
WV,Wood County,38123,38762,100
WV,WY County,8208,8592,100
WY,Albany County,18258,18617,100
WY,Big Horn County,5643,5752,100
WY,Campbell County,18898,19566,100
WY,Carbon County,6532,6664,100
WY,Converse County,6743,6970,100
WY,Crook County,4025,4119,100
WY,Fremont County,17699,18111,100
WY,Goshen County,6116,6241,100
WY,Hot Springs County,2528,2577,100
WY,Johnson County,4826,4914,100
WY,Laramie County,44510,44982,100
WY,Lincoln County,10306,10468,100
WY,Natrona County,34271,35202,100
WY,Niobrara County,1289,1308,100
WY,Park County,16306,16717,100
WY,Platte County,4860,4923,100
WY,Sheridan County,16065,16428,100
WY,Sublette County,4839,4970,100
WY,Sweetwater County,16228,16603,100
WY,Teton County,14400,14677,100
WY,Uinta County,9147,9402,100
WY,Washakie County,3936,4012,100
WY,Weston County,3441,3542,100
AL,Cherokee County,12251,12301,100
AL,Chilton County,19229,19310,100
AL,Choctaw County,7416,7464,100
AL,Clarke County,13087,13135,100
AL,Clay County,6903,6930,100
AL,Cleburne County,7169,7227,100
AL,Coffee County,22178,22275,100
AL,Colbert County,27781,27886,100
AL,Conecuh County,6396,6441,100
AL,Coosa County,5467,5479,100
AL,Autauga County,27707,27770,100
AL,Covington County,17353,17430,100
AL,Crenshaw County,6589,6617,100
AL,Cullman County,41735,41851,100
AL,Dale County,19641,19738,100
AL,Dallas County,17816,17864,100
AL,DeKalb County,29246,29356,100
AL,Elmore County,40918,41030,100
AL,Escambia County,15831,15910,100
AL,Etowah County,47589,47728,100
AL,Fayette County,8751,8766,100
AL,Baldwin County,109350,109679,100
AL,Franklin County,12481,12578,100
AL,Geneva County,12522,12545,100
AL,Greene County,4779,4775,100
AL,Hale County,7880,7904,100
AL,Henry County,9280,9298,100
AL,Houston County,46033,46173,100
AL,Jackson County,23504,23636,100
AL,Jefferson County,325510,325848,100
AL,Lamar County,7162,7193,100
AL,Lauderdale County,44033,44339,100
AL,Barbour County,10479,10518,100
AL,Lawrence County,15954,16031,100
AL,Lee County,71254,71449,100
AL,Limestone County,49038,49235,100
AL,Lowndes County,6819,6835,100
AL,Macon County,8717,8723,100
AL,Madison County,194082,194767,100
AL,Marengo County,10862,10900,100
AL,Marion County,13760,13807,100
AL,Marshall County,39505,39655,100
AL,Mobile County,182669,183164,100
AL,Bibb County,9581,9595,100
AL,Monroe County,10641,10668,100
AL,Montgomery County,98938,99139,100
AL,Morgan County,53499,53722,100
AL,Perry County,5217,5230,100
AL,Pickens County,9643,9668,100
AL,Pike County,13811,13841,100
AL,Randolph County,10772,10837,100
AL,Russell County,21255,21329,100
AL,St. Clair County,44346,44441,100
AL,Shelby County,114678,114950,100
AL,Blount County,27506,27588,100
AL,Sumter County,6258,6291,100
AL,Talladega County,35625,35663,100
AL,Tallapoosa County,20943,20991,100
AL,Tuscaloosa County,89941,90172,100
AL,Walker County,31059,31170,100
AL,Washington County,8806,8876,100
AL,Wilcox County,5879,5903,100
AL,Winston County,11230,11284,100
AL,Bullock County,4600,4613,100
AL,Butler County,9436,9488,100
AL,Calhoun County,50821,50983,100
AL,Chambers County,15234,15284,100
AK,ED 10,11095,11256,100
AK,ED 11,10574,10686,100
AK,ED 12,11126,11280,100
AK,ED 13,7456,7765,100
AK,ED 14,11423,11534,100
AK,ED 15,5370,5593,100
AK,ED 16,8065,8170,100
AK,ED 17,7169,7271,100
AK,ED 18,7649,7759,100
AK,ED 19,5232,5338,100
AK,ED 1,7210,7360,100
AK,ED 20,7426,7544,100
AK,ED 21,9417,9482,100
AK,ED 22,9515,9597,100
AK,ED 23,7707,7796,100
AK,ED 24,10436,10484,100
AK,ED 25,9273,9369,100
AK,ED 26,10090,20292,100
AK,ED 27,9484,19037,100
AK,ED 28,12773,25580,100
AK,ED 29,10657,10784,100
AK,ED 2,5655,6161,100
AK,ED 30,10021,10226,100
AK,ED 31,12310,12481,100
AK,ED 32,8196,8361,100
AK,ED 33,10878,11016,100
AK,ED 34,10702,10794,100
AK,ED 35,9990,10149,100
AK,ED 36,9179,9292,100
AK,ED 37,5062,5168,100
AK,ED 38,5280,5299,100
AK,ED 39,5803,5930,100
AK,ED 3,8294,8385,100
AK,ED 40,4575,4628,100
AK,ED 4,10542,10587,100
AK,ED 5,8637,8706,100
AK,ED 6,9202,9518,100
AK,ED 7,9523,9664,100
AK,ED 8,9820,9957,100
AK,ED 9,10904,11047,100
Az,Navajo County,51369,51783,100
Az,Pima County,516631,520735,100
Az,Pinal County,183238,185037,100
Az,Santa Cruz County,19376,19561,100
Az,Yavapai County,142089,143280,100
Az,Yuma County,69120,69926,100
Az,Apache County,35124,35172,100
Az,Cochise County,60086,60442,100
Az,Coconino County,72845,73272,100
Az,Gila County,27548,27662,100
Az,Graham County,14813,14996,100
Az,Greenlee County,3630,3688,100
Az,La Paz County,7329,7460,100
Az,Maricopa County,2049297,2068144,100
Az,Mohave County,102822,104705,100
AR,Clark County,8067,8395,100
AR,Clay County,5099,5183,100
AR,Cleburne County,12568,12680,100
AR,Cleveland County,3557,3600,100
AR,Columbia County,8091,8616,100
AR,Conway County,8542,8685,100
AR,Craighead County,37930,38511,100
AR,Crawford County,24041,24091,100
AR,Crittenden County,15110,16367,100
AR,Cross County,6761,6942,100
AR,AR County,6068,6292,100
AR,Dallas County,2540,2649,100
AR,Desha County,4003,4164,100
AR,Drew County,6711,6908,100
AR,Faulkner County,53470,54428,100
AR,Franklin County,7059,7129,100
AR,Fulton County,4982,5119,100
AR,Garland County,43756,44199,100
AR,Grant County,8161,8200,100
AR,Greene County,15822,16100,100
AR,Hempstead County,6620,6848,100
AR,Ashley County,7750,7926,100
AR,Hot Spring County,12381,12557,100
AR,Howard County,4696,4834,100
AR,Independence County,14249,14512,100
AR,Izard County,5698,5810,100
AR,Jackson County,4914,5091,100
AR,Jefferson County,24116,25158,100
AR,Johnson County,9391,9498,100
AR,Lafayette County,2544,2679,100
AR,Lawrence County,5771,5857,100
AR,Lee County,2545,2848,100
AR,Baxter County,20386,21007,100
AR,Lincoln County,3800,3875,100
AR,Little River County,5022,5177,100
AR,Logan County,8178,8225,100
AR,Lonoke County,30391,30662,100
AR,Madison County,7209,7351,100
AR,Marion County,7370,7503,100
AR,Miller County,16029,16529,100
AR,MS County,11690,12342,100
AR,Monroe County,2723,2816,100
AR,Montgomery County,3819,3873,100
AR,Benton County,117485,119912,100
AR,Nevada County,3225,3358,100
AR,Newton County,3883,3998,100
AR,Ouachita County,9316,9629,100
AR,Perry County,4567,4627,100
AR,Phillips County,5665,6242,100
AR,Pike County,4205,4246,100
AR,Poinsett County,7416,7521,100
AR,Polk County,8407,8490,100
AR,Pope County,24150,24432,100
AR,Prairie County,3388,3495,100
AR,Boone County,16807,17114,100
AR,Pulaski County,165750,169956,100
AR,Randolph County,6686,6812,100
AR,St. Francis County,6479,7108,100
AR,Saline County,56516,56959,100
AR,Scott County,3525,3551,100
AR,Searcy County,3935,4019,100
AR,Sebastian County,46801,47140,100
AR,Sevier County,5109,5202,100
AR,Sharp County,7412,7566,100
AR,Stone County,5846,5938,100
AR,Bradley County,3563,3654,100
AR,Union County,16025,16607,100
